,field,key,dateExport,historyId,dateCreated,page,fieldtype,from,fromString,to,toString,fieldId,tmpFromAccountId,tmpToAccountId
0,assignee,ECOM-5195,2023-12-26,1198126,2023-12-19T06:45:04.737+0200,0,jira,,,712020:ef61458f-a61f-4447-b461-cb37078f1a38,Huy Tran Nhat,assignee,,712020:ef61458f-a61f-4447-b461-cb37078f1a38
0,status,ECOM-5195,2023-12-26,1198200,2023-12-19T09:16:10.442+0200,0,jira,10000,To Do,3,In Progress,status,,
0,status,ECOM-5195,2023-12-26,1199396,2023-12-20T04:27:29.720+0200,0,jira,3,In Progress,10046,READY FOR QA,status,,
0,assignee,ECOM-5195,2023-12-26,1200984,2023-12-21T05:05:53.235+0200,0,jira,712020:ef61458f-a61f-4447-b461-cb37078f1a38,Huy Tran Nhat,712020:e076303b-e72c-415b-a842-48b51f0d58db,Gam Do,assignee,712020:ef61458f-a61f-4447-b461-cb37078f1a38,712020:e076303b-e72c-415b-a842-48b51f0d58db
0,status,ECOM-5195,2023-12-26,1204850,2023-12-25T11:18:42.806+0200,0,jira,10046,READY FOR QA,10000,To Do,status,,
0,assignee,ECOM-5195,2023-12-26,1204851,2023-12-25T11:19:46.796+0200,0,jira,712020:e076303b-e72c-415b-a842-48b51f0d58db,Gam Do,712020:0743b6b6-ea26-4081-90fa-6e1956e41bd1,An Le,assignee,712020:e076303b-e72c-415b-a842-48b51f0d58db,712020:0743b6b6-ea26-4081-90fa-6e1956e41bd1
0,Parent,ECOM-5194,2023-12-26,1198079,2023-12-19T06:14:56.737+0200,0,jira,,,97973,ECOM-5174,,,
0,description,ECOM-5194,2023-12-26,1198080,2023-12-19T06:17:09.752+0200,0,jira,,,,"!image-20231219-041705.png|width=537,height=527!",description,,
0,description,ECOM-5194,2023-12-26,1198094,2023-12-19T06:22:32.520+0200,0,jira,,"!image-20231219-041705.png|width=537,height=527!",,"there is some UI bug for non-loyaty user at monthy spending screen of mobile as below

!image-20231219-041929.png|width=452,height=520!

!image-20231219-042225.png|width=511,height=568!",description,,
0,assignee,ECOM-5194,2023-12-26,1198095,2023-12-19T06:22:40.166+0200,0,jira,,,712020:ef61458f-a61f-4447-b461-cb37078f1a38,Huy Tran Nhat,assignee,,712020:ef61458f-a61f-4447-b461-cb37078f1a38
0,issuetype,ECOM-5194,2023-12-26,1198102,2023-12-19T06:24:39.013+0200,0,jira,10003,Sub-task,10035,BUG/Defect,issuetype,,
0,description,ECOM-5194,2023-12-26,1198132,2023-12-19T06:46:29.207+0200,0,jira,,"there is some UI bug for non-loyaty user at monthy spending screen of mobile as below

!image-20231219-041929.png|width=452,height=520!

!image-20231219-042225.png|width=511,height=568!",,"there is some UI bug for non-loyaty user at monthy spending screen of mobile as below

!image-20231219-041929.png|width=452,height=520!

!image-20231219-042225.png|width=511,height=568!

Step to reporoduce:

# Go to back office

{noformat}http://localhost:3000/backend/?domain=storewisetest.sites.self-point.com#!/loyaltyClubs/loyaltyDriversConfiguration{noformat}

# Go to Loyalty Clubs → loyalty page design
# Select non-loyalty members
# Enable “Points to cashback calculator”
# Enable Monthly spending -textual desciption
# From web mobile mode, login non-loyaty user

*Actual result:*

On web mobile mode, monthly section, there are some above issues.",description,,
0,status,ECOM-5194,2023-12-26,1198199,2023-12-19T09:16:09.070+0200,0,jira,10000,To Do,3,In Progress,status,,
0,status,ECOM-5194,2023-12-26,1199393,2023-12-20T04:27:23.719+0200,0,jira,3,In Progress,10046,READY FOR QA,status,,
0,assignee,ECOM-5194,2023-12-26,1200983,2023-12-21T05:05:50.551+0200,0,jira,712020:ef61458f-a61f-4447-b461-cb37078f1a38,Huy Tran Nhat,712020:e076303b-e72c-415b-a842-48b51f0d58db,Gam Do,assignee,712020:ef61458f-a61f-4447-b461-cb37078f1a38,712020:e076303b-e72c-415b-a842-48b51f0d58db
0,resolution,ECOM-5194,2023-12-26,1204596,2023-12-25T09:30:56.566+0200,0,jira,,,10000,Done,resolution,,
1,status,ECOM-5194,2023-12-26,1204596,2023-12-25T09:30:56.566+0200,0,jira,10046,READY FOR QA,10001,Done,status,,
0,assignee,ECOM-5194,2023-12-26,1204601,2023-12-25T09:31:04.804+0200,0,jira,712020:e076303b-e72c-415b-a842-48b51f0d58db,Gam Do,712020:ef61458f-a61f-4447-b461-cb37078f1a38,Huy Tran Nhat,assignee,712020:e076303b-e72c-415b-a842-48b51f0d58db,712020:ef61458f-a61f-4447-b461-cb37078f1a38
0,status,ECOM-5192,2023-12-26,1197858,2023-12-19T04:22:05.928+0200,0,jira,10000,To Do,3,In Progress,status,,
0,timeestimate,ECOM-5192,2023-12-26,1197862,2023-12-19T04:23:04.276+0200,0,jira,,,28800,28800,timeestimate,,
1,timeoriginalestimate,ECOM-5192,2023-12-26,1197862,2023-12-19T04:23:04.276+0200,0,jira,,,28800,28800,timeoriginalestimate,,
0,timeestimate,ECOM-5192,2023-12-26,1198483,2023-12-19T11:09:59.006+0200,0,jira,28800,28800,10800,10800,timeestimate,,
1,timespent,ECOM-5192,2023-12-26,1198483,2023-12-19T11:09:59.006+0200,0,jira,,,18000,18000,timespent,,
2,WorklogId,ECOM-5192,2023-12-26,1198483,2023-12-19T11:09:59.006+0200,0,jira,,,113424,113424,,,
0,status,ECOM-5192,2023-12-26,1198485,2023-12-19T11:10:03.083+0200,0,jira,3,In Progress,10046,READY FOR QA,status,,
0,Fix Version,ECOM-5192,2023-12-26,1198540,2023-12-19T11:44:54.791+0200,0,jira,,,10800,Q4_24_12_2023,fixVersions,,
0,timeestimate,ECOM-5192,2023-12-26,1200059,2023-12-20T11:28:48.105+0200,0,jira,10800,10800,7200,7200,timeestimate,,
1,timespent,ECOM-5192,2023-12-26,1200059,2023-12-20T11:28:48.105+0200,0,jira,18000,18000,21600,21600,timespent,,
2,WorklogId,ECOM-5192,2023-12-26,1200059,2023-12-20T11:28:48.105+0200,0,jira,,,113468,113468,,,
0,Link,ECOM-5192,2023-12-26,1200113,2023-12-20T11:54:54.679+0200,0,jira,,,ECOM-5191,This issue relates to ECOM-5191,,,
0,resolution,ECOM-5192,2023-12-26,1200286,2023-12-20T13:23:06.901+0200,0,jira,,,10000,Done,resolution,,
1,status,ECOM-5192,2023-12-26,1200286,2023-12-20T13:23:06.901+0200,0,jira,10046,READY FOR QA,10001,Done,status,,
0,labels,ECOM-5191,2023-12-26,1197826,2023-12-19T04:02:13.822+0200,0,jira,,,,Unplanned_S27,labels,,
0,timeestimate,ECOM-5191,2023-12-26,1197832,2023-12-19T04:12:30.690+0200,0,jira,,,28800,28800,timeestimate,,
1,timeoriginalestimate,ECOM-5191,2023-12-26,1197832,2023-12-19T04:12:30.690+0200,0,jira,,,28800,28800,timeoriginalestimate,,
0,Link,ECOM-5191,2023-12-26,1200114,2023-12-20T11:54:54.688+0200,0,jira,,,ECOM-5192,This issue relates to ECOM-5192,,,
0,Attachment,ECOM-5191,2023-12-26,1200122,2023-12-20T12:03:59.820+0200,0,jira,,,78686,EOE Coop – P2 Issue – Gophr Integration – Deliveries containing Age Related products that couriers need to Age verify are not showing on the co.docx,attachment,,
0,Attachment,ECOM-5191,2023-12-26,1200123,2023-12-20T12:04:00.752+0200,0,jira,,,78687,EOE Coop – P2 Issue – Mobile Apps – Payment Gateway Error.docx,attachment,,
0,Attachment,ECOM-5191,2023-12-26,1200124,2023-12-20T12:04:01.129+0200,0,jira,,,78688,EOE Coop – P3 Issue – Mobile Apps - Deliveries to named houses are impacted from a customer flow with additional & confusing steps.docx,attachment,,
0,Attachment,ECOM-5191,2023-12-26,1200125,2023-12-20T12:04:01.468+0200,0,jira,,,78689,EOE Coop – P1 Issue – Website – Deliveries to named houses are not availalble .docx,attachment,,
0,description,ECOM-5191,2023-12-26,1200129,2023-12-20T12:06:44.092+0200,0,jira,,,,"The EOE team encountered some issues, they need our support:

# P1 Issue – Website – Deliveries to named houses are not available; _Prioritized as core web functionality & will disrupt a significant portion of potential users. -_ {color:#ff991f}_Waiting for discussion and confirmations from Dana and PO_{color}
# P2 Issue – Mobile Apps – Payment Gateway Error; _While effectively making the app untenable we are hopeful that the deployment on Sunday will resolve this & ensure that we can trade on the app._ *_Dima_* _-_ {color:#ff991f}_Waiting for updates_{color}
# P2 Issue – Gophr Integration – Deliveries containing Age Related products that couriers need to Age verify are not showing on the couriers platform through the flag in the Jobs; _Legal requirement needs resolving please can you raise with_ *_Long_* _if needed -_ {color:#36b37e}_DONE and wait for deployment_{color}
# P3 Issue – Mobile Apps – Deliveries to named houses are impacted from a customer flow with additional & confusing steps; _Users can push through this on the app we can take this into 2024 if not resolvable in line with P1 Website issue -_ {color:#ff991f}_Waiting for discussion and confirmations from Dana and PO_{color}",description,,
0,priority,ECOM-5191,2023-12-26,1201070,2023-12-21T05:39:37.890+0200,0,jira,3,Medium,10002,Highest,priority,,
0,priority,ECOM-5191,2023-12-26,1201071,2023-12-21T05:39:46.107+0200,0,jira,10002,Highest,2,High,priority,,
0,priority,ECOM-5191,2023-12-26,1201072,2023-12-21T05:39:48.462+0200,0,jira,2,High,1,Higher,priority,,
0,status,ECOM-5191,2023-12-26,1201090,2023-12-21T05:46:47.132+0200,0,jira,3,In Progress,10112,Blocked/On hold,status,,
0,Sprint,ECOM-5191,2023-12-26,1207954,2023-12-26T03:27:11.935+0200,0,custom,664,ECOM Dragon Sprint 27,"664, 666","ECOM Dragon Sprint 27, ECOM Dragon Sprint 28",customfield_10018,,
0,assignee,ECOM-5190,2023-12-26,1197564,2023-12-18T14:37:47.774+0200,0,jira,,,63982282f3c3dfd71fe81beb,Trang Dang,assignee,,63982282f3c3dfd71fe81beb
0,Sprint,ECOM-5190,2023-12-26,1197565,2023-12-18T14:37:57.300+0200,0,custom,,,664,ECOM Dragon Sprint 27,customfield_10018,,
0,resolution,ECOM-5190,2023-12-26,1200268,2023-12-20T13:10:00.929+0200,0,jira,,,10000,Done,resolution,,
1,status,ECOM-5190,2023-12-26,1200268,2023-12-20T13:10:00.929+0200,0,jira,10000,To Do,10001,Done,status,,
0,Parent,ECOM-5185,2023-12-26,1197441,2023-12-18T13:18:36.043+0200,0,jira,,,97837,ECOM-5113,,,
0,description,ECOM-5185,2023-12-26,1197442,2023-12-18T13:18:46.467+0200,0,jira,,,,"*D- Regression on Branch enable picking app:*

Make sure order on branch which is enable to pickup app work as normal",description,,
0,description,ECOM-5185,2023-12-26,1197445,2023-12-18T13:19:20.611+0200,0,jira,,"*D- Regression on Branch enable picking app:*

Make sure order on branch which is enable to pickup app work as normal",,"*D- Regression on Branch enable picking app:*

# Make sure order on branch which is enable to pickup app work as normal
# Make sure order on branch which is not enable to pickup app work as normal",description,,
0,timeestimate,ECOM-5185,2023-12-26,1197446,2023-12-18T13:19:26.423+0200,0,jira,,,7200,7200,timeestimate,,
1,timeoriginalestimate,ECOM-5185,2023-12-26,1197446,2023-12-18T13:19:26.423+0200,0,jira,,,7200,7200,timeoriginalestimate,,
0,assignee,ECOM-5185,2023-12-26,1198723,2023-12-19T12:38:20.005+0200,0,jira,,,712020:e076303b-e72c-415b-a842-48b51f0d58db,Gam Do,assignee,,712020:e076303b-e72c-415b-a842-48b51f0d58db
0,priority,ECOM-5185,2023-12-26,1203993,2023-12-25T03:22:27.596+0200,0,jira,3,Medium,10002,Highest,priority,,
0,Parent,ECOM-5184,2023-12-26,1197431,2023-12-18T13:17:22.480+0200,0,jira,,,97837,ECOM-5113,,,
0,description,ECOM-5184,2023-12-26,1197432,2023-12-18T13:17:36.005+0200,0,jira,,,,"*C- Picking app Back Office*

# Order is transferred to Picking back office 
## Check collection app will not have this order
## Check order at back office of Ecom site
## check the order details
# Check order status from back office is reflected to Ecom BO
# Check order detail such as amount of money, retailer name, branch  etc is correct.
# clarify : *On Bolet scales level:*
#* *when pilot mode is on and an order is coming in from collection app - scales will work according to collection integration*
#* *when pilot mode is on and an order is coming in from Picking app - scales will work according to Picking integration*

*D-Picking App*

# Check the Order from Picking app",description,,
0,timeestimate,ECOM-5184,2023-12-26,1197433,2023-12-18T13:17:41.658+0200,0,jira,,,14400,14400,timeestimate,,
1,timeoriginalestimate,ECOM-5184,2023-12-26,1197433,2023-12-18T13:17:41.658+0200,0,jira,,,14400,14400,timeoriginalestimate,,
0,assignee,ECOM-5184,2023-12-26,1198722,2023-12-19T12:38:09.660+0200,0,jira,,,712020:e076303b-e72c-415b-a842-48b51f0d58db,Gam Do,assignee,,712020:e076303b-e72c-415b-a842-48b51f0d58db
0,status,ECOM-5184,2023-12-26,1200186,2023-12-20T12:35:23.646+0200,0,jira,10000,To Do,10047,QA IN PROGRESS,status,,
0,description,ECOM-5184,2023-12-26,1200188,2023-12-20T12:35:48.211+0200,0,jira,,"*C- Picking app Back Office*

# Order is transferred to Picking back office 
## Check collection app will not have this order
## Check order at back office of Ecom site
## check the order details
# Check order status from back office is reflected to Ecom BO
# Check order detail such as amount of money, retailer name, branch  etc is correct.
# clarify : *On Bolet scales level:*
#* *when pilot mode is on and an order is coming in from collection app - scales will work according to collection integration*
#* *when pilot mode is on and an order is coming in from Picking app - scales will work according to Picking integration*

*D-Picking App*

# Check the Order from Picking app",,"*C- Picking app Back Office*

# Order is transferred to Picking back office : *Passed*
## Check collection app will not have this order
## Check order at back office of Ecom site
## check the order details
# Check order status from back office is reflected to Ecom BO
# Check order detail such as amount of money, retailer name, branch  etc is correct.
# clarify : *On Bolet scales level:*
#* *when pilot mode is on and an order is coming in from collection app - scales will work according to collection integration*
#* *when pilot mode is on and an order is coming in from Picking app - scales will work according to Picking integration*

*D-Picking App*

# Check the Order from Picking app",description,,
0,description,ECOM-5184,2023-12-26,1200190,2023-12-20T12:36:15.053+0200,0,jira,,"*C- Picking app Back Office*

# Order is transferred to Picking back office : *Passed*
## Check collection app will not have this order
## Check order at back office of Ecom site
## check the order details
# Check order status from back office is reflected to Ecom BO
# Check order detail such as amount of money, retailer name, branch  etc is correct.
# clarify : *On Bolet scales level:*
#* *when pilot mode is on and an order is coming in from collection app - scales will work according to collection integration*
#* *when pilot mode is on and an order is coming in from Picking app - scales will work according to Picking integration*

*D-Picking App*

# Check the Order from Picking app",,"*C- Picking app Back Office*

# Order is transferred to Picking back office : *Passed*
## Check collection app will not have this order
## Check order at back office of Ecom site
## check the order details
# Check order status from back office is reflected to Ecom BO
# Check order detail such as amount of money, retailer name, branch  etc is correct.
# clarify : *On Bolet scales level:*
#* *when pilot mode is on and an order is coming in from collection app - scales will work according to collection integration*
#* *when pilot mode is on and an order is coming in from Picking app - scales will work according to Picking integration*

*D-Picking App →* {color:#bf2600}*on Demo, Aviram confirm no need to test*{color}

# Check the Order from Picking app",description,,
0,summary,ECOM-5184,2023-12-26,1200252,2023-12-20T12:57:48.170+0200,0,jira,,[QA][Picking app][Test Execution]Backend - Pilot mode feature not working test,,[QA][Integrate with Picking app][Test Execution]Backend - Pilot mode feature not working test,summary,,
0,description,ECOM-5184,2023-12-26,1200263,2023-12-20T13:08:45.775+0200,0,jira,,"*C- Picking app Back Office*

# Order is transferred to Picking back office : *Passed*
## Check collection app will not have this order
## Check order at back office of Ecom site
## check the order details
# Check order status from back office is reflected to Ecom BO
# Check order detail such as amount of money, retailer name, branch  etc is correct.
# clarify : *On Bolet scales level:*
#* *when pilot mode is on and an order is coming in from collection app - scales will work according to collection integration*
#* *when pilot mode is on and an order is coming in from Picking app - scales will work according to Picking integration*

*D-Picking App →* {color:#bf2600}*on Demo, Aviram confirm no need to test*{color}

# Check the Order from Picking app",,"*C- Picking app Back Office*

# Order is transferred to Picking back office : *Passed*
## Check collection app will not have this order
## Check order at back office of Ecom site
## check the order details
# Check order status from back office is reflected to Ecom BO
# Cancel a place order, check on both site: ecom back office and picking app back office
# Check order detail such as amount of money, retailer name, branch  etc is correct.
# clarify : *On Bolet scales level:*
#* *when pilot mode is on and an order is coming in from collection app - scales will work according to collection integration*
#* *when pilot mode is on and an order is coming in from Picking app - scales will work according to Picking integration*

*D-Picking App →* {color:#bf2600}*on Demo, Aviram confirm no need to test*{color}

# Check the Order from Picking app",description,,
0,description,ECOM-5184,2023-12-26,1200279,2023-12-20T13:17:33.433+0200,0,jira,,"*C- Picking app Back Office*

# Order is transferred to Picking back office : *Passed*
## Check collection app will not have this order
## Check order at back office of Ecom site
## check the order details
# Check order status from back office is reflected to Ecom BO
# Cancel a place order, check on both site: ecom back office and picking app back office
# Check order detail such as amount of money, retailer name, branch  etc is correct.
# clarify : *On Bolet scales level:*
#* *when pilot mode is on and an order is coming in from collection app - scales will work according to collection integration*
#* *when pilot mode is on and an order is coming in from Picking app - scales will work according to Picking integration*

*D-Picking App →* {color:#bf2600}*on Demo, Aviram confirm no need to test*{color}

# Check the Order from Picking app",,"*C- Picking app Back Office*

# Order is transferred to Picking back office : *Passed*
## Check collection app will not have this order
## Check order at back office of Ecom site
## check the order details
# Check order status from back office is reflected to Ecom BO: {color:#ff5630}Failed ECOM-5212{color}
# Cancel a place order, check on both site: ecom back office and picking app back office
# Check order detail such as amount of money, retailer name, branch  etc is correct.
# clarify : *On Bolet scales level:*
#* *when pilot mode is on and an order is coming in from collection app - scales will work according to collection integration*
#* *when pilot mode is on and an order is coming in from Picking app - scales will work according to Picking integration*

*D-Picking App →* {color:#bf2600}*on Demo, Aviram confirm no need to test*{color}

# Check the Order from Picking app",description,,
0,timeestimate,ECOM-5184,2023-12-26,1200309,2023-12-20T13:30:22.007+0200,0,jira,14400,14400,3600,3600,timeestimate,,
1,timespent,ECOM-5184,2023-12-26,1200309,2023-12-20T13:30:22.007+0200,0,jira,,,10800,10800,timespent,,
2,WorklogId,ECOM-5184,2023-12-26,1200309,2023-12-20T13:30:22.007+0200,0,jira,,,113495,113495,,,
0,description,ECOM-5184,2023-12-26,1200315,2023-12-20T13:31:11.919+0200,0,jira,,"*C- Picking app Back Office*

# Order is transferred to Picking back office : *Passed*
## Check collection app will not have this order
## Check order at back office of Ecom site
## check the order details
# Check order status from back office is reflected to Ecom BO: {color:#ff5630}Failed ECOM-5212{color}
# Cancel a place order, check on both site: ecom back office and picking app back office
# Check order detail such as amount of money, retailer name, branch  etc is correct.
# clarify : *On Bolet scales level:*
#* *when pilot mode is on and an order is coming in from collection app - scales will work according to collection integration*
#* *when pilot mode is on and an order is coming in from Picking app - scales will work according to Picking integration*

*D-Picking App →* {color:#bf2600}*on Demo, Aviram confirm no need to test*{color}

# Check the Order from Picking app",,"*C- Picking app Back Office*

# Order is transferred to Picking back office : *Passed*
## Check collection app will not have this order
## Check order at back office of Ecom site
## check the order details
# Check order status from back office is reflected to Ecom BO: {color:#ff5630}Failed ECOM-5212{color}
# Cancel a place order, check on both site: ecom back office and picking app back office: failed
# Check order detail such as amount of money, retailer name, branch  etc is correct.
# clarify : *On Bolet scales level:*
#* *when pilot mode is on and an order is coming in from collection app - scales will work according to collection integration*
#* *when pilot mode is on and an order is coming in from Picking app - scales will work according to Picking integration*

*D-Picking App →* {color:#bf2600}*on Demo, Aviram confirm no need to test*{color}

# Check the Order from Picking app",description,,
0,status,ECOM-5184,2023-12-26,1200978,2023-12-21T05:03:39.062+0200,0,jira,10047,QA IN PROGRESS,3,In Progress,status,,
0,status,ECOM-5184,2023-12-26,1201608,2023-12-21T10:48:12.616+0200,0,jira,3,In Progress,10047,QA IN PROGRESS,status,,
0,description,ECOM-5183,2023-12-26,1197216,2023-12-18T12:20:32.273+0200,0,jira,,"Physical accessibility arrangements appear on the website, but not on the mobile web and app.
We have a client who sued for this and must show the judge that the defects have been corrected.
After a conversation with Kobi, an urgent Jira is opened on the subject.",,"Physical accessibility arrangements appear on the website, but not on the mobile web and application.
We have a client who sued for this and must show the judge that the defects have been corrected.
After a conversation with Kobi, an urgent Jira is opened on the subject.



twins market:

!image-20231218-101829.png|width=1506,height=664!

mobile web:

!image-20231218-101857.png|width=873,height=652!





MCK:

!image-20231218-101934.png|width=1504,height=678!

mobile web:

!image-20231218-102010.png|width=882,height=657!





[~accountid:60b47c42bbe237006ad2b6d7] [~accountid:5a522e78f0c8ef2ca832f5b6] [~accountid:5b437fd22726b92cd5366c45] ",description,,
0,RemoteIssueLink,ECOM-5183,2023-12-26,1197294,2023-12-18T12:31:33.583+0200,0,jira,,,18817,"This issue links to ""Page (Confluence)""",,,
0,reporter,ECOM-5183,2023-12-26,1197461,2023-12-18T13:49:10.887+0200,0,jira,5b4dbbab6185bd2c2558289d,Eli Yeheskel,6284f72fc217e200698d45e9,Doli Blau,reporter,5b4dbbab6185bd2c2558289d,6284f72fc217e200698d45e9
0,assignee,ECOM-5183,2023-12-26,1200257,2023-12-20T13:04:25.476+0200,0,jira,5b437fd22726b92cd5366c45,Ravit Amar,557058:1e72f607-6d91-487f-aa26-1828110a21b1,mushka gorowitz,assignee,5b437fd22726b92cd5366c45,557058:1e72f607-6d91-487f-aa26-1828110a21b1
0,Sprint,ECOM-5183,2023-12-26,1200258,2023-12-20T13:04:33.137+0200,0,custom,,,669,ECOM Batman Sprint 28,customfield_10018,,
0,assignee,ECOM-5183,2023-12-26,1200934,2023-12-21T04:44:29.875+0200,0,jira,557058:1e72f607-6d91-487f-aa26-1828110a21b1,mushka gorowitz,712020:3177cfdd-90eb-4208-9967-97f2c5af80cf,Long Tran,assignee,557058:1e72f607-6d91-487f-aa26-1828110a21b1,712020:3177cfdd-90eb-4208-9967-97f2c5af80cf
0,Sprint,ECOM-5183,2023-12-26,1200935,2023-12-21T04:44:42.866+0200,0,custom,669,ECOM Batman Sprint 28,,,customfield_10018,,
0,Sprint,ECOM-5183,2023-12-26,1200936,2023-12-21T04:44:50.902+0200,0,custom,,,664,ECOM Dragon Sprint 27,customfield_10018,,
0,Rank,ECOM-5183,2023-12-26,1201045,2023-12-21T05:30:57.052+0200,0,custom,,,,Ranked higher,customfield_10019,,
0,description,ECOM-5183,2023-12-26,1201161,2023-12-21T06:17:10.323+0200,0,jira,,"Physical accessibility arrangements appear on the website, but not on the mobile web and application.
We have a client who sued for this and must show the judge that the defects have been corrected.
After a conversation with Kobi, an urgent Jira is opened on the subject.



twins market:

!image-20231218-101829.png|width=1506,height=664!

mobile web:

!image-20231218-101857.png|width=873,height=652!





MCK:

!image-20231218-101934.png|width=1504,height=678!

mobile web:

!image-20231218-102010.png|width=882,height=657!





[~accountid:60b47c42bbe237006ad2b6d7] [~accountid:5a522e78f0c8ef2ca832f5b6] [~accountid:5b437fd22726b92cd5366c45] ",,"PRODUCITON BUGS (RELEASE)

Physical accessibility arrangements appear on the website, but not on the mobile web and application.
We have a client who sued for this and must show the judge that the defects have been corrected.
After a conversation with Kobi, an urgent Jira is opened on the subject.



twins market:

!image-20231218-101829.png|width=1506,height=664!

mobile web:

!image-20231218-101857.png|width=873,height=652!





MCK:

!image-20231218-101934.png|width=1504,height=678!

mobile web:

!image-20231218-102010.png|width=882,height=657!





[~accountid:60b47c42bbe237006ad2b6d7] [~accountid:5a522e78f0c8ef2ca832f5b6] [~accountid:5b437fd22726b92cd5366c45] ",description,,
0,labels,ECOM-5183,2023-12-26,1201274,2023-12-21T08:20:22.302+0200,0,jira,,,,Unplanned_S27,labels,,
0,timeestimate,ECOM-5183,2023-12-26,1201275,2023-12-21T08:20:30.934+0200,0,jira,,,28800,28800,timeestimate,,
1,timeoriginalestimate,ECOM-5183,2023-12-26,1201275,2023-12-21T08:20:30.934+0200,0,jira,,,28800,28800,timeoriginalestimate,,
0,RemoteIssueLink,ECOM-5183,2023-12-26,1201308,2023-12-21T08:33:12.624+0200,0,jira,,,18869,"This issue links to ""Page (Confluence)""",,,
0,Rank,ECOM-5183,2023-12-26,1201503,2023-12-21T09:59:42.541+0200,0,custom,,,,Ranked higher,customfield_10019,,
0,status,ECOM-5183,2023-12-26,1201650,2023-12-21T11:02:47.734+0200,0,jira,10000,To Do,3,In Progress,status,,
0,resolution,ECOM-5183,2023-12-26,1201766,2023-12-21T12:08:04.438+0200,0,jira,,,10000,Done,resolution,,
1,status,ECOM-5183,2023-12-26,1201766,2023-12-21T12:08:04.438+0200,0,jira,3,In Progress,10050,READY FOR DEPLOYMENT,status,,
0,Fix Version,ECOM-5183,2023-12-26,1201942,2023-12-21T13:31:28.152+0200,0,jira,,,10800,Q4_24_12_2023,fixVersions,,
0,Sprint,ECOM-5183,2023-12-26,1207937,2023-12-26T03:27:10.230+0200,0,custom,664,ECOM Dragon Sprint 27,"664, 666","ECOM Dragon Sprint 27, ECOM Dragon Sprint 28",customfield_10018,,
0,timeestimate,ECOM-5183,2023-12-26,1208224,2023-12-26T05:22:43.991+0200,0,jira,28800,28800,25200,25200,timeestimate,,
1,timespent,ECOM-5183,2023-12-26,1208224,2023-12-26T05:22:43.991+0200,0,jira,,,3600,3600,timespent,,
2,WorklogId,ECOM-5183,2023-12-26,1208224,2023-12-26T05:22:43.991+0200,0,jira,,,113721,113721,,,
0,Parent,ECOM-5182,2023-12-26,1197138,2023-12-18T12:06:01.278+0200,0,jira,,,97952,ECOM-5158,,,
0,description,ECOM-5182,2023-12-26,1197144,2023-12-18T12:07:07.668+0200,0,jira,,,,"*Steps to reproduce:*

# Go to [http://localhost:3000/backend/?domain=eliy.self-point.com#!/crm/orders/list|http://localhost:3000/backend/?domain=eliy.self-point.com#!/crm/orders/list] with a valid account and *in Hebrew.*
# Clicking on Cashback charged issues to expand the dropdown
# Verify option “*Insufficient Reward Points Balance*” in the Cashback charged issues dropdown

*Actual result:* The option Insufficient Reward Points Balance doesn't show in Hebrew

!image-20231218-035557.png|width=50%!

*Expected result:* The option Insufficient Reward Points Balance should show in Hebrew: “*לא מספיק יתרת נקודות תגמול*” as the translation file: [https://storai-my.sharepoint.com/:x:/g/personal/shaked_b_stor_ai/Ed6GVuxttDlLv1JajwiIP74Bs2ZrT4jF1FfYXUMjLY36SQ?e=OeUhc2|https://storai-my.sharepoint.com/:x:/g/personal/shaked_b_stor_ai/Ed6GVuxttDlLv1JajwiIP74Bs2ZrT4jF1FfYXUMjLY36SQ?e=OeUhc2|smart-link]",description,,
0,assignee,ECOM-5182,2023-12-26,1197145,2023-12-18T12:07:14.900+0200,0,jira,,,712020:f4a27a4e-12ce-4a80-b88b-59c8d467b6c0,Dang Nguyen,assignee,,712020:f4a27a4e-12ce-4a80-b88b-59c8d467b6c0
0,status,ECOM-5182,2023-12-26,1197898,2023-12-19T04:43:09.170+0200,0,jira,10000,To Do,10046,READY FOR QA,status,,
0,status,ECOM-5182,2023-12-26,1198058,2023-12-19T06:01:38.606+0200,0,jira,10046,READY FOR QA,10047,QA IN PROGRESS,status,,
0,resolution,ECOM-5182,2023-12-26,1198091,2023-12-19T06:21:22.755+0200,0,jira,,,10000,Done,resolution,,
1,status,ECOM-5182,2023-12-26,1198091,2023-12-19T06:21:22.755+0200,0,jira,10047,QA IN PROGRESS,10001,Done,status,,
0,Parent,ECOM-5181,2023-12-26,1197110,2023-12-18T12:03:13.219+0200,0,jira,,,97837,ECOM-5113,,,
0,summary,ECOM-5181,2023-12-26,1197423,2023-12-18T13:16:04.692+0200,0,jira,,[QA][Test Execution]Backend - Pilot mode feature not working test,,[QA][Back office][Test Execution]Backend - Pilot mode feature not working test,summary,,
